FECHA,DETALLE,ENTRADA ,SALIDA,SALDO,ADQ.,PROM.,DEBE,HABER,SALDO
08/11/2013,Compra Clavos  Calamina F-231,92,,92,14.48,,1332.14,,1332.14
08/11/2013,VENTA CLAVOS DE CALAMINA F-690,,1,91,,14.48,,14.48,1317.66
12/11/2013,VENTA CLAVOS DE CALAMINA F- 697,,2,89,,14.48,,28.96,1288.7
14/11/2013,VENTA CLAVOS DE CALAMINA F- 704,,6,83,,14.48,,86.88,1201.83
18/11/2013,VENTA CLAVOS DE CALAMINA F- 711,,10,73,,14.48,,144.8,1057.03
20/11/2013,VENTA CLAVOS DE CALAMINA F-716,,2,71,,14.48,,28.96,1028.07
20/11/2013,VENTA CLAVOS DE CALAMINA F- 718,,3,68,,14.48,,43.44,984.63
21/11/2013,VENTA CLAVOS DE CALAMINA F- 722,,2,66,,14.48,,28.96,955.67
22/11/2013,VENTA CLAVOS DE CALAMINA F- 727,,3,63,,14.48,,43.44,912.23
23/11/2013,VENTA CLAVOS DE CALAMINA F- 732,,1,62,,14.48,,14.48,897.75
23/11/2013,VENTA CLAVOS DE CALAMINA F- 733,,5,57,,14.48,,72.4,825.35
25/11/2013,VENTA CLAVOS DE CALAMINA F- 734,,3,54,,14.48,,43.44,781.91
28/11/2013,Compra Clavos  Calamina F-488,92,,146,14.48,,1332.14,,2114.05
29/11/2013,VENTA CLAVOS DE CALAMINA F- 746,,1,145,,14.48,,14.48,2099.57
29/11/2013,VENTA CLAVOS DE CALAMINA F- 747,,6,139,,14.48,,86.88,2012.69
02/12/2013,VENTA CLAVOS DE CALAMINA F- 753,,20,119,,14.48,,289.6,1723.1
10/12/2013,VENTA CLAVOS DE CALAMINA F- 766,,1,118,,14.48,,14.48,1708.62
11/12/2013,VENTA CLAVOS DE CALAMINA F- 771,,1,117,,14.48,,14.48,1694.14
14/12/2013,VENTA CLAVOS DE CALAMINA F- 781,,1,116,,14.48,,14.48,1679.66
20/12/2013,VENTA CLAVOS DE CALAMINA F- 800,,5,111,,14.53,,72.65,1607.01
21/12/2013,VENTA CLAVOS DE CALAMINA F- 807,,3,108,,14.53,,43.59,1563.42
21/12/2013,VENTA CLAVOS DE CALAMINA F- 810,,2,106,,14.53,,29.06,1534.36
23/12/2013,VENTA CLAVOS DE CALAMINA F- 814,,1,105,,14.53,,14.53,1519.83
24/12/2013,VENTA CLAVOS DE CALAMINA F- 816,,1,104,,14.53,,14.53,1505.3
27/12/2013,VENTA CLAVOS DE CALAMINA F- 821,,10,94,,14.53,,145.3,1360
27/12/2013,VENTA CLAVOS DE CALAMINA F- 822,,2,92,,14.53,,29.06,1330.94
27/12/2013,VENTA CLAVOS DE CALAMINA F- 823,,2,90,,14.53,,29.06,1301.88
07/01/2014,COMPRA DE CLAVOS  F- 919,92,,182,14.48,,"1,332.14",,"2,635.32"
08/01/2014,VENTA CLAVOS DE CALAMINA F- 857,,1,181,,14.48,,14.48,"2,620.84"
15/01/2014,VENTA CLAVOS DE CALAMINA F-883,,12,169,,14.48,,173.76,"2,447.09"
20/01/2014,VENTA CLAVOS DE CALAMINA F-898,,2,167,,14.48,,28.96,"2,418.13"
21/01/2014,VENTA CLAVOS DE CALAMINA F-901,,3,164,,14.48,,43.44,"2,374.69"
21/01/2014,VENTA CLAVOS DE CALAMINA F- 908,,3,161,,14.48,,43.44,"2,331.25"
23/01/2014,VENTA CLAVOS DE CALAMINA F-911,,1,160,,14.48,,14.48,"2,316.77"
29/01/2014,VENTA CLAVOS DE CALAMINA F-929,,2,158,,14.48,,28.96,"2,287.81"
29/01/2014,VENTA CLAVOS DE CALAMINA F-930,,6,152,,14.48,,86.88,"2,200.93"
01/02/2014,VENTA CLAVOS DE CALAMINA F-939,,1,151,,14.48,,14.48,"2,186.45"
06/02/2014,VENTA CLAVOS DE CALAMINA F-953,,1,150,,14.48,,14.48,"2,171.97"
07/02/2014,VENTA CLAVOS DE CALAMINA F-958,,3,147,,14.48,,43.44,"2,128.53"
13/02/2014,VENTA CLAVOS DE CALAMINA F-972,,43,104,,14.48,,622.63,"1,505.90"
15/02/2014,VENTA CLAVOS DE CALAMINA F-980,,6,98,,14.48,,86.88,"1,419.02"
17/02/2014,COMPRA DE CLAVOS  F- 1526,92,,190,14.48,,1332.14,,"2,751.16"
19/02/2014,VENTA CLAVOS DE CALAMINA F-986,,3,187,,14.48,,43.44,"2,707.73"
20/02/2014,VENTA CLAVOS DE CALAMINA F-987,,4,183,,14.48,,57.92,"2,649.81"
24/02/2014,VENTA CLAVOS DE CALAMINA F-992,,0.5,182.5,,14.48,,7.24,"2,642.57"
25/02/2014,VENTA CLAVOS DE CALAMINA F-994,,2,180.5,,14.48,,28.96,"2,613.61"
28/02/2014,VENTA CLAVOS DE CALAMINA F-995,,1,179.5,,14.48,,14.48,"2,599.13"
08/03/2014,VENTA CLAVOS DE CALAMINA F-1001,,6,173.5,,14.48,,86.88,"2,512.25"
11/03/2014,VENTA CLAVOS DE CALAMINA F-1002,,0.5,173,,14.48,,7.24,"2,505.01"
11/03/2014,VENTA CLAVOS DE CALAMINA F-1004,,2,171,,14.48,,28.96,"2,476.05"
14/03/2014,VENTA CLAVOS DE CALAMINA F-1008,,3,168,,14.48,,43.44,"2,432.61"
15/03/2014,VENTA CLAVOS DE CALAMINA F-1011,,6,162,,14.48,,86.88,"2,345.73"
17/03/2014,VENTA CLAVOS DE CALAMINA F-1012,,11,151,,14.48,,159.28,"2,186.45"
24/03/2014,VENTA CLAVOS DE CALAMINA F-1019,,1,150,,14.48,,14.48,"2,171.97"
29/03/2014,VENTA CLAVOS DE CALAMINA F-1025,,1,149,,14.48,,14.48,"2,157.49"
03/04/2014,VENTA CLAVOS DE CALAMINA F-1030,,2,147,,14.48,,28.96,"2,128.53"
05/04/2014,VENTA CLAVOS DE CALAMINA F-1032,,6,141,,14.48,,86.88,"2,041.65"
07/04/2014,COMPRA DE CLAVOS  F-2056,92,,233,14.48,,1332.14,,"3,373.80"
10/04/2014,VENTA CLAVOS DE CALAMINA F-1039,,8,225,,14.48,,115.84,"3,257.96"
15/04/2014,VENTA CLAVOS DE CALAMINA F-1047,,3,222,,14.48,,43.44,"3,214.52"
19/04/2014,VENTA CLAVOS DE CALAMINA F-1052,,4,218,,14.48,,57.92,"3,156.60"
21/04/2014,VENTA CLAVOS DE CALAMINA F-1054,,5,213,,14.48,,72.4,"3,084.20"
30/04/2014,VENTA CLAVOS DE CALAMINA F-1064,,3,210,,14.48,,43.44,"3,040.76"
05/05/2014,VENTA CLAVOS DE CALAMINA F-1066,,0.5,209.5,,14.48,,7.24,"3,033.52"
07/05/2014,VENTA CLAVOS DE CALAMINA F-1074,,5,204.5,,14.48,,72.4,"2,961.12"
09/05/2014,VENTA CLAVOS DE CALAMINA F-1075,,6,198.5,,14.48,,86.88,"2,874.24"
10/05/2014,VENTA CLAVOS DE CALAMINA F-1077,,1,197.5,,14.48,,14.48,"2,859.76"
13/05/2014,VENTA CLAVOS DE CALAMINA F-1082,,2,195.5,,14.48,,28.96,"2,830.80"
16/05/2014,VENTA CLAVOS DE CALAMINA F-1087,,6,189.5,,14.48,,86.88,"2,743.93"
23/05/2014,COMPRA DE CLAVOS  F-391,92,,281.5,14.48,,1332.14,,"4,076.07"
24/05/2014,VENTA CLAVOS DE CALAMINA F-1099,,7,274.5,,14.48,,101.36,"3,974.71"
04/06/2014,VENTA CLAVOS DE CALAMINA F-1115,,12,262.5,,14.48,,173.76,"3,800.95"
12/06/2014,VENTA CLAVOS DE CALAMINA F-1127,,2,260.5,,14.48,,28.96,"3,771.99"
13/06/2014,VENTA CLAVOS DE CALAMINA F-1131,,7,253.5,,14.48,,101.36,"3,670.63"
20/06/2014,VENTA CLAVOS DE CALAMINA F-1142,,3,250.5,,14.48,,43.44,"3,627.19"
20/06/2014,VENTA CLAVOS DE CALAMINA F-1143,,1,249.5,,14.48,,14.48,"3,612.71"
25/06/2014,VENTA CLAVOS DE CALAMINA F-1146,,2,247.5,,14.48,,28.96,"3,583.75"
26/06/2014,VENTA CLAVOS DE CALAMINA F-1149,,3,244.5,,14.48,,43.44,"3,540.31"
04/07/2014,VENTA CLAVOS DE CALAMINA F-1161,,3,241.5,,14.48,,43.44,"3,496.87"
07/07/2014,VENTA CLAVOS DE CALAMINA F-1167,,1,240.5,,14.48,,14.48,"3,482.39"
16/07/2014,VENTA CLAVOS DE CALAMINA F-1185,,2,238.5,,14.48,,28.96,"3,453.43"
17/07/2014,VENTA CLAVOS DE CALAMINA F-1189,,3,235.5,,14.48,,43.44,"3,409.99"
18/07/2014,VENTA CLAVOS DE CALAMINA F-1192,,1,234.5,,14.48,,14.48,"3,395.51"
19/07/2014,VENTA CLAVOS DE CALAMINA F-1194,,13,221.5,,14.48,,188.24,"3,207.28"
21/07/2014,VENTA CLAVOS DE CALAMINA F-1197,,4,217.5,,14.48,,57.92,"3,149.36"
21/07/2014,VENTA CLAVOS DE CALAMINA F-1199,,2,215.5,,14.48,,28.96,"3,120.40"
29/07/2014,VENTA CLAVOS DE CALAMINA F-1205,,1,214.5,,14.48,,14.48,"3,105.92"
04/08/2014,VENTA CLAVOS DE CALAMINA F-1213,,20,194.5,,14.48,,289.6,"2,816.32"
07/08/2014,VENTA CLAVOS DE CALAMINA F-1220,,1,193.5,,14.48,,14.48,"2,801.84"
14/08/2014,VENTA CLAVOS DE CALAMINA F-1239,,1,192.5,,14.48,,14.48,"2,787.36"
15/08/2014,VENTA CLAVOS DE CALAMINA F-1247,,2,190.5,,14.48,,28.96,"2,758.40"
18/08/2014,VENTA CLAVOS DE CALAMINA F-1249,,3,187.5,,14.48,,43.44,"2,714.96"
21/08/2014,VENTA CLAVOS DE CALAMINA F-1267,,4,183.5,,14.48,,57.92,"2,657.04"
28/08/2014,VENTA CLAVOS DE CALAMINA F-1286,,2,181.5,,14.48,,28.96,"2,628.08"
05/09/2014,VENTA CLAVOS DE CALAMINA F-1293,,1,180.5,,14.48,,14.48,"2,613.61"
26/09/2014,VENTA CLAVOS DE CALAMINA F-1321,,3,177.5,,14.48,,43.44,"2,570.17"
27/09/2014,VENTA CLAVOS DE CALAMINA F- 1324,,4,173.5,,14.48,,57.92,"2,512.25"
29/09/2014,VENTA CLAVOS DE CALAMINA F-1325,,1,172.5,,14.48,,14.48,"2,497.77"
30/09/2014,VENTA CLAVOS DE CALAMINA F-1327,,4,168.5,,14.48,,57.92,"2,439.85"
02/10/2014,VENTA CLAVOS DE CALAMINA F- 1332,,1,167.5,,14.48,,14.48,"2,425.37"
08/10/2014,VENTA CLAVOS DE CALAMINA F-1341,,1,166.5,,14.48,,14.48,"2,410.89"
10/10/2014,VENTA CLAVOS DE CALAMINA F-1352,,3,163.5,,14.48,,43.44,"2,367.45"
11/10/2014,VENTA CLAVOS DE CALAMINA F-1356,,6,157.5,,14.48,,86.88,"2,280.57"
14/10/2014,VENTA CLAVOS DE CALAMINA F-1362,,1,156.5,,14.48,,14.48,"2,266.09"
14/10/2014,VENTA CLAVOS DE CALAMINA F-1364,,12,144.5,,14.48,,173.76,"2,092.33"
14/10/2014,VENTA CLAVOS DE CALAMINA F-1367,,2,142.5,,14.48,,28.96,"2,063.37"
17/10/2014,VENTA CLAVOS DE CALAMINA F-1372,,9,133.5,,14.48,,130.32,"1,933.05"
28/10/2014,VENTA CLAVOS DE CALAMINA F-1396,,4,129.5,,14.48,,57.92,"1,875.13"
01/11/2014,VENTA CLAVOS DE CALAMINA F- 1404,,1,128.5,,14.48,,14.48,"1,860.66"
10/11/2014,COMPRA DE CLAVOS  F-346,92,,220.5,14.48,,1332.14,,"3,192.80"
10/11/2014,VENTA CLAVOS DE CALAMINA F- 1413,,3,217.5,,14.48,,43.44,"3,149.36"
10/11/2014,VENTA CLAVOS DE CALAMINA F-1414,,3,214.5,,14.48,,43.44,"3,105.92"
15/11/2014,VENTA CLAVOS DE CALAMINA F-1426,,4,210.5,,14.48,,57.92,"3,048.00"
24/11/2014,VENTA CLAVOS DE CALAMINA F-1441,,1,209.5,,14.48,,14.48,"3,033.52"
28/11/2014,VENTA CLAVOS DE CALAMINA F-1449,,1,208.5,,14.48,,14.48,"3,019.04"
29/11/2014,VENTA CLAVOS DE CALAMINA F-1452,,1,207.5,,14.48,,14.48,"3,004.56"
02/12/2014,VENTA CLAVOS DE CALAMINA F-1456,,4,203.5,,14.48,,57.92,"2,946.64"
03/12/2014,VENTA CLAVOS DE CALAMINA F-1459,,1,202.5,,14.48,,14.48,"2,932.16"
13/12/2014,VENTA CLAVOS DE CALAMINA F-1483,,3,199.5,,14.48,,43.44,"2,888.72"
22/12/2014,VENTA CLAVOS DE CALAMINA F-1501,,1,198.5,,14.48,,14.48,"2,874.24"
22/12/2014,VENTA CLAVOS DE CALAMINA F-1502,,1,197.5,,14.48,,14.48,"2,859.76"
24/12/2014,VENTA CLAVOS DE CALAMINA F-1504,,1,196.5,,14.48,,14.48,"2,845.28"
24/12/2014,VENTA CLAVOS DE CALAMINA F-1506,,3,193.5,,14.48,,43.44,"2,801.84"
05/01/2015,COMPRA CLAVOS DE CALAMINA F-943,92,,285.5,14.48,,1332.14,,4133.98
07/01/2015,VENTA CLAVOS DE CALAMINA F- 1533,,8,277.5,,14.48,,115.84,4018.15
09/01/2015,VENTA CLAVOS DE CALAMINA F- 1543,,2,275.5,,14.48,,28.96,3989.19
10/01/2015,VENTA CLAVOS DE CALAMINA F- 1544,,8,267.5,,14.48,,115.84,3873.35
10/01/2015,VENTA CLAVOS DE CALAMINA F- 1546,,2,265.5,,14.48,,28.96,3844.39
23/01/2015,VENTA CLAVOS DE CALAMINA F- 1558,,5,260.5,,14.48,,72.4,3771.99
03/02/2015,COMPRA CLAVOS DE CALAMINA F-1377,92,,352.5,14.48,,1332.14,,5104.13
07/02/2015,VENTA CLAVOS DE CALAMINA F- 1565,,3,349.5,,14.48,,43.44,5060.69
07/02/2015,VENTA CLAVOS DE CALAMINA F- 1566,,2,347.5,,14.48,,28.96,5031.73
13/02/2015,VENTA CLAVOS DE CALAMINA F- 1586,,3,344.5,,14.48,,43.44,4988.29
14/02/2015,VENTA CLAVOS DE CALAMINA F- 1591,,4,340.5,,14.48,,57.92,4930.37
27/02/2015,VENTA CLAVOS DE CALAMINA F- 1605,,1,339.5,,14.48,,14.48,4915.89
03/03/2015,VENTA CLAVOS DE CALAMINA F- 1610,,1,338.5,,14.48,,14.48,4901.41
21/03/2015,VENTA CLAVOS DE CALAMINA F- 1631,,1,337.5,,14.48,,14.48,4886.93
31/03/2015,VENTA CLAVOS DE CALAMINA F- 1642,,1,336.5,,14.48,,14.48,4872.45
06/04/2015,VENTA CLAVOS DE CALAMINA F- 1652,,1,335.5,,14.48,,14.48,4857.97
06/04/2015,VENTA CLAVOS DE CALAMINA F- 1653,,1,334.5,,14.48,,14.48,4843.49
02/05/2015,VENTA CLAVOS DE CALAMINA F- 1695,,1,333.5,,14.48,,14.48,4829.01
04/05/2015,VENTA CLAVOS DE CALAMINA F- 1696,,1,332.5,,14.48,,14.48,4814.53
18/05/2015,VENTA CLAVOS DE CALAMINA F- 1703,,2,330.5,,14.48,,28.96,4785.57
18/05/2015,VENTA CLAVOS DE CALAMINA F- 1704,,2,328.5,,14.48,,28.96,4756.61
09/06/2015,VENTA CLAVOS DE CALAMINA F- 1724,,3,325.5,,14.48,,43.44,4713.17
09/06/2015,VENTA CLAVOS DE CALAMINA F- 1725,,1,324.5,,14.48,,14.48,4698.69
12/06/2015,VENTA CLAVOS DE CALAMINA F- 1733,,1,323.5,,14.48,,14.48,4684.21
16/06/2015,VENTA CLAVOS DE CALAMINA F- 1741,,4,319.5,,14.48,,57.92,4626.3
18/06/2015,VENTA CLAVOS DE CALAMINA F- 1744,,14,305.5,,14.48,,202.72,4423.58
24/06/2015,VENTA CLAVOS DE CALAMINA F- 1760,,6,299.5,,14.48,,86.88,4336.7
26/06/2015,VENTA CLAVOS DE CALAMINA F- 1765,,6,293.5,,14.48,,86.88,4249.82
02/07/2015,VENTA CLAVOS DE CALAMINA F- 1778,,1,292.5,,14.48,,14.48,4235.34
06/07/2015,VENTA CLAVOS DE CALAMINA F- 1782,,3,289.5,,14.48,,43.44,4191.9
09/07/2015,VENTA CLAVOS DE CALAMINA F- 1789,,2,287.5,,14.48,,28.96,4162.94
09/07/2015,VENTA CLAVOS DE CALAMINA F- 1793,,1,286.5,,14.48,,14.48,4148.46
09/07/2015,VENTA CLAVOS DE CALAMINA F- 1794,,2,284.5,,14.48,,28.96,4119.5
10/07/2015,VENTA CLAVOS DE CALAMINA F- 1794,,2,282.5,,14.48,,28.96,4090.54
10/07/2015,VENTA CLAVOS DE CALAMINA F- 1795,,1,281.5,,14.48,,14.48,4076.06
10/07/2015,VENTA CLAVOS DE CALAMINA F- 1796,,0,281.5,,14.48,,0,4076.06
10/07/2015,VENTA CLAVOS DE CALAMINA F-1798,,5,276.5,,14.48,,72.4,4003.66
10/07/2015,VENTA CLAVOS DE CALAMINA F- 1803,,1,275.5,,14.48,,14.48,3989.18
14/07/2015,VENTA CLAVOS DE CALAMINA F- 1808,,7,268.5,,14.48,,101.36,3887.83
14/07/2015,VENTA CLAVOS DE CALAMINA F- 1814,,3,265.5,,14.48,,43.44,3844.39
18/07/2015,VENTA CLAVOS DE CALAMINA F- 1825,,2,263.5,,14.48,,28.96,3815.43
20/07/2015,VENTA CLAVOS DE CALAMINA F- 1827,,2,261.5,,14.48,,28.96,3786.47
22/07/2015,VENTA CLAVOS DE CALAMINA F- 1832,,5,256.5,,14.48,,72.4,3714.07
23/07/2015,VENTA CLAVOS DE CALAMINA F- 1833,,3,253.5,,14.48,,43.44,3670.63
23/07/2015,VENTA CLAVOS DE CALAMINA F- 1835,,5,248.5,,14.48,,72.4,3598.23
25/07/2015,VENTA CLAVOS DE CALAMINA F- 1840,,6,242.5,,14.48,,86.88,3511.35
27/07/2015,VENTA CLAVOS DE CALAMINA F- 1844,,10,232.5,,14.48,,144.8,3366.55
28/07/2015,VENTA CLAVOS DE CALAMINA F- 1849,,1,231.5,,14.48,,14.48,3352.07
28/07/2015,VENTA CLAVOS DE CALAMINA F- 1850,,6,225.5,,14.48,,86.88,3265.19
28/07/2015,VENTA CLAVOS DE CALAMINA F- 1852,,1,224.5,,14.48,,14.48,3250.71
30/07/2015,COMPRA CLAVOS DE CALAMINA F-1292,92,,316.5,14.48,,1332.14,,4582.85
31/07/2015,VENTA CLAVOS DE CALAMINA F- 1857,,4,312.5,,14.48,,57.92,4524.94
04/08/2015,VENTA CLAVOS DE CALAMINA F- 1864,,0,312.5,,14.48,,0,4524.94
04/08/2015,VENTA CLAVOS DE CALAMINA F- 1865,,4,308.5,,14.48,,57.92,4467.02
10/08/2015,VENTA CLAVOS DE CALAMINA F-1873,,2,306.5,,14.48,,28.96,4438.06
18/08/2015,VENTA CLAVOS DE CALAMINA F- 1896,,1,305.5,,14.48,,14.48,4423.58
03/09/2015,VENTA CLAVOS DE CALAMINA F- 1946,,3,302.5,,14.48,,43.44,4380.14
07/09/2015,VENTA CLAVOS DE CALAMINA F- 1962,,3,299.5,,14.48,,43.44,4336.7
07/09/2015,VENTA CLAVOS DE CALAMINA F- 1964,,2,297.5,,14.48,,28.96,4307.74
07/09/2015,VENTA CLAVOS DE CALAMINA F- 1965,,8,289.5,,14.48,,115.84,4191.9
08/09/2015,VENTA CLAVOS DE CALAMINA F- 1968,,4,285.5,,14.48,,57.92,4133.98
11/09/2015,VENTA CLAVOS DE CALAMINA F- 1979,,1,284.5,,14.48,,14.48,4119.5
11/09/2015,VENTA CLAVOS DE CALAMINA F- 1984,,1,283.5,,14.48,,14.48,4105.02
19/09/2015,VENTA CLAVOS DE CALAMINA F- 2003,,3,280.5,,14.48,,43.44,4061.58
23/09/2015,VENTA CLAVOS DE CALAMINA F- 2015,,1,279.5,,14.48,,14.48,4047.1
29/09/2015,VENTA CLAVOS DE CALAMINA F- 2022,,3,276.5,,14.48,,43.44,4003.66
29/09/2015,VENTA CLAVOS DE CALAMINA F- 2027,,1,275.5,,14.48,,14.48,3989.18
30/09/2015,VENTA CLAVOS DE CALAMINA F- 2036,,4,271.5,,14.48,,57.92,3931.26
01/10/2015,VENTA CLAVOS DE CALAMINA F- 2038,,2,269.5,,14.48,,28.96,3902.3
05/10/2015,VENTA CLAVOS DE CALAMINA F- 2046,,3,266.5,,14.48,,43.44,3858.87
09/10/2015,VENTA CLAVOS DE CALAMINA F- 2060,,2,264.5,,14.48,,28.96,3829.91
09/10/2015,VENTA CLAVOS DE CALAMINA F- 2062,,4,260.5,,14.48,,57.92,3771.99
10/10/2015,VENTA CLAVOS DE CALAMINA F- 2068,,1,259.5,,14.48,,14.48,3757.51
17/10/2015,VENTA CLAVOS DE CALAMINA F- 2082,,4,255.5,,14.48,,57.92,3699.59
17/10/2015,VENTA CLAVOS DE CALAMINA F- 2086,,5,250.5,,14.48,,72.4,3627.19
23/10/2015,VENTA CLAVOS DE CALAMINA F- 2102,,4,246.5,,14.48,,57.92,3569.27
24/10/2015,VENTA CLAVOS DE CALAMINA F- 2105,,6,240.5,,14.48,,86.88,3482.39
24/10/2015,VENTA CLAVOS DE CALAMINA F- 2107,,1,239.5,,14.48,,14.48,3467.91
27/10/2015,VENTA CLAVOS DE CALAMINA F- 2113,,1,238.5,,14.48,,14.48,3453.43
29/10/2015,VENTA CLAVOS DE CALAMINA F- 2122,,2,236.5,,14.48,,28.96,3424.47
30/10/2015,VENTA CLAVOS DE CALAMINA F- 2124,,1,235.5,,14.48,,14.48,3409.99
30/10/2015,VENTA CLAVOS DE CALAMINA F- 2125,,3,232.5,,14.48,,43.44,3366.55
