FECHA,DETALLE,ENTRADA,SALIDA,SALDO ,ADQ.,PROM.,DEBE,HABER,SALDO,,,,
28/08/2013,Compra Planchas Calamina RAL 3012013C34702,5896.88,,"5,896.88",,22.48,147633.05,,"147,633.05",,,,
19/09/2013,Venta Calamina RAL F- 606,,75.08,"5,821.80",,25.07,,"1,687.82","145,945.23",,,,
24/09/2013,Venta Calamina RAL F-  614,,385.7,"5,436.10",,25.07,,"9,669.02","136,276.21",,,,
30/09/2013,Venta Calamina RAL F-  618,,31.5,"5,404.60",,25.07,,789.67,"135,486.55",,,,
30/09/2013,Venta Calamina RAL F-  620,,86.3,"5,318.30",,25.07,,"2,163.43","133,323.11",,,,
04/10/2013,Venta Calamina RAL F-  626,,41.6,"5,276.70",,25.07,,"1,042.86","132,280.25",,,,
28/10/2013,Venta Calamina RAL F-  671,,15.2,"5,261.50",,25.07,,381.04,"131,899.21",,,,
14/11/2013,Venta Calamina RAL F- 705,,117,"5,144.50",,25.07,,"2,933.04","128,966.17",,,,
18/11/2013,Venta Calamina RAL F-  708,,167.2,"4,977.30",,25.07,,"4,191.49","124,774.67",,,,
20/11/2013,Venta Calamina RAL F-  719,,0.8,"4,976.50",,25.07,,20.05,"124,754.62",,,,
22/11/2013,Venta Calamina RAL F-  726,,5,"4,971.50",,25.07,,125.34,"124,629.27",,,,
20/12/2013,Venta Calamina RAL F-  802,,18,"4,953.50",,25.07,,451.24,"124,178.04",,,,
30/12/2013,Venta Calamina RAL F- 830,,2.7,"4,950.80",,25.07,,67.69,"124,110.35",,,,
06/01/2014,Venta Calamina RAL F- 855,,55,"4,895.80",,25,,"1,375.25","122,417.70",,,,
08/01/2014,Venta Calamina RAL F- 857,,17.8,"4,878.00",,25,,445.08,"121,972.61",,,,
13/01/2014,Venta Calamina RAL F- 880,,90,"4,788.00",,25,,"2,250.42","119,722.20",,,,
16/01/2014,Venta Calamina RAL F- 888,,56.65,"4,731.35",,25,,"1,416.51","118,305.68",,,,
17/01/2014,Venta Calamina RAL F- 891,,129.4,"4,601.95",,25,,"3,235.60","115,070.08",,,,
17/01/2014,Venta Calamina RAL F- 892,,90,"4,511.95",,25,,"2,250.42","112,819.67",,,,
18/01/2013,Venta Calamina RAL F- 897,,68,"4,443.95",,25,,"1,700.32","111,119.35",,,,
20/01/2014,Venta Calamina RAL F- 899,,150,"4,293.95",,25,,"3,750.70","107,368.66",,,,
21/01/2014,Venta Calamina RAL F- 907,,20.4,"4,273.55",,25,,510.09,"106,858.56",,,,
23/01/2014,Venta Calamina RAL F- 909,,6.8,"4,266.75",,25,,170.03,"106,688.53",,,,
25/01/2014,Venta Calamina RAL F- 918,,15,"4,251.75",,25,,375.07,"106,313.46",,,,
28/01/2014,Venta Calamina RAL F- 923,,83.35,"4,168.40",,25,,"2,084.14","104,229.32",,,,
28/01/2014,Venta Calamina RAL F- 925,,39,"4,129.40",,25,,975.18,"103,254.14",,,,
29/01/2014,Venta Calamina RAL F- 928,,26.4,"4,103.00",,25,,660.12,"102,594.02",,,,
29/01/2014,Venta Calamina RAL F- 929,,31.5,"4,071.50",,25,,787.65,"101,806.37",,,,
30/01/2014,Venta Calamina RAL F- 932,,92.3,"3,979.20",,25,,"2,307.93","99,498.45",,,,
30/01/2014,Venta Calamina RAL F- 933,,25.2,"3,954.00",,25,,630.12,"98,868.33",,,,
31/01/2014,Venta Calamina RAL F- 938,,649.45,"3,304.55",,25,,"16,239.26","82,629.07",,,,
01/02/2014,Calamina Ondulada F- 940,,1,"3,303.55",,25,,25,"82,604.06",,,,
03/02/2014,Calamina Ondulada F- 942,,18,"3,285.55",,25,,450.08,"82,153.98",,,,
04/02/2014,Venta Calamina RAL F- 946,,37.57,"3,247.98",,25,,939.42,"81,214.56",,,,
04/02/2014,Calamina Ondulada F- 947,,21.6,"3,226.38",,25,,540.1,"80,674.46",,,,
06/02/2014,Calamina Ondulada F- 952,,67.1,"3,159.28",,25,,"1,677.81","78,996.65",,,,
07/02/2014,Venta Calamina RAL F- 956,,3.6,"3,155.68",,25,,90.02,"78,906.63",,,,
07/02/2014,Calamina Ondulada F- 959,,6.5,"3,149.18",,25,,162.53,"78,744.10",,,,
08/02/2014,Calamina Ondulada F- 961,,66,"3,083.18",,25,,"1,650.31","77,093.79",,,,
12/02/2014,Calamina Ondulada F- 965,,132.5,"2,950.68",,25,,"3,313.11","73,780.68",,,,
12/02/2014,Venta  Calamina RAL F-966,,1,"2,949.68",,25,,25,"73,755.67",,,,
13/02/2014,Venta Calamina RAL F- 968,,61.6,"2,888.08",,25,,"1,540.29","72,215.39",,,,
13/02/2014,Calamina Ondulada F- 970,,3.95,"2,884.13",,25,,98.77,"72,116.62",,,,
20/02/2014,Calamina Ondulada F- 988,,0.9,"2,883.23",,25,,22.5,"72,094.12",,,,
22/02/2014,Venta Calamina RAL F- 990,,6,"2,877.23",,25,,150.03,"71,944.09",,,,
22/02/2014,Calamina Ondulada F- 991,,1,"2,876.23",,25,,25,"71,919.08",,,,
25/02/2014,Venta Calamina RAL F- 993,,85.7,"2,790.53",,25,,"2,142.90","69,776.19",,,,
28/02/2014,Venta Calamina RAL F- 997,,12.5,"2,778.03",,25,,312.56,"69,463.63",,,,
11/03/2014,Venta Calamina RAL F- 1002,,9.75,"2,768.28",,25,,243.8,"69,219.83",,,,
12/03/2014,Venta Calamina RAL F- 1005,,1.6,"2,766.68",,25,,40.01,"69,179.83",,,,
14/03/2014,Venta Calamina RAL F- 1008,,57.2,"2,709.48",,25,,"1,430.27","67,749.56",,,,
15/03/2014,Venta Calamina RAL F- 1011,,53.3,"2,656.18",,25,,"1,332.75","66,416.81",,,,
03/04/2014,Venta Calamina RAL F- 1029,,3,"2,653.18",,25,,75.01,"66,341.80",,,,
08/04/2014,Venta Calamina RAL F- 1038,,20,"2,633.18",,25,,500.09,"65,841.71",,,,
10/04/2014,Venta Calamina RAL F- 1041,,12,"2,621.18",,25,,300.06,"65,541.65",,,,
22/04/2014,Venta Calamina RAL F- 1057,,149.2,"2,471.98",,25,,"3,730.69","61,810.96",,,,
30/04/2014,Venta Calamina RAL F- 1064,,88.4,"2,383.58",,25,,"2,210.41","59,600.55",,,,
06/05/2014,Venta Calamina RAL F- 1067,,120.8,"2,262.78",,25,,"3,020.56","56,579.99",,,,
06/05/2014,Venta Calamina RAL F- 1069,,248.2,"2,014.58",,25,,"6,206.15","50,373.84",,,,
07/05/2014,Venta Calamina RAL F- 1070,,72.8,"1,941.78",,25,,"1,820.34","48,553.50",,,,
19/05/2014,Venta Calamina RAL F- 1088,,9.4,"1,932.38",,25,,235.04,"48,318.46",,,,
29/05/2014,Venta Calamina RAL F- 1101,,80,"1,852.38",,25,,"2,000.37","46,318.09",,,,
30/05/2014,Venta Calamina RAL F- 1105,,23,"1,829.38",,25,,575.11,"45,742.98",,,,
31/05/2014,Venta Calamina RAL F- 1106,,3,"1,826.38",,25,,75.01,"45,667.97",,,,
04/06/2014,Venta Calamina RAL F-1115,,10,"1,816.38",,25,,250.05,"45,417.92",,,,
06/06/2014,Venta Calamina RAL F- 1120,,32,"1,784.38",,25,,800.15,"44,617.77",,,,
09/05/2014,Venta Calamina RAL F- 1122,,9,"1,775.38",,25,,225.04,"44,392.73",,,,
11/06/2014,Venta Calamina RAL F- 1125,,6.75,"1,768.63",,25,,168.78,"44,223.95",,,,
13/06/2014,Venta Calamina RAL F- 1131,,4.65,"1,763.98",,25,,116.27,"44,107.68",,,,
20/06/2014,Venta Calamina RAL F- 1143,,3,"1,760.98",,25,,75.01,"44,032.66",,,,
26/06/2014,Venta Calamina RAL F- 1150,,4.3,"1,756.68",,25,,107.52,"43,925.14",,,,
30/06/2014,Venta Calamina RAL F- 1155,,10.65,"1,746.03",,25,,266.3,"43,658.84",,,,
09/07/2014,Venta Calamina RAL F- 1169,,11,"1,735.03",,25,,275.05,"43,383.79",,,,
16/07/2014,Venta Calamina RAL F- 1182,,4,"1,731.03",,25,,100.02,"43,283.77",,,,
17/07/2014,Venta Calamina RAL F- 1188,,3,"1,728.03",,25,,75.01,"43,208.76",,,,
25/07/2014,Venta Calamina RAL F- 1202,,20,"1,708.03",,25,,500.09,"42,708.67",,,,
30/07/2014,COMPRA DUI 2014301C40629,5167.8,,"6,875.83",25.92,,133959.92,,"176,668.59",,,,
05/08/2014,ANULADO F- 1216,,0,"6,875.83",,25.69,,0,"176,668.59",,,,
08/08/2014,Venta Calamina RAL F- 1223,,8.8,"6,867.03",,25.69,,226.11,"176,442.48",,,,
08/08/2014,Venta Calamina RAL F- 1228,,80,"6,787.03",,25.69,,"2,055.53","174,386.95",,,,
13/08/2014,Venta Calamina RAL F- 1236,,4,"6,783.03",,25.69,,102.78,"174,284.17",,,,
15/08/2014,Venta Calamina RAL F- 1244,,149.8,"6,633.23",,25.69,,"3,848.98","170,435.19",,,,
15/08/2014,Venta Calamina RAL F- 1246,,21.7,"6,611.53",,25.69,,557.56,"169,877.62",,,,
20/08/2014,Venta Calamina RAL F- 1254,,2.7,"6,608.83",,25.69,,69.37,"169,808.25",,,,
21/08/2014,Venta Calamina RAL F- 1265,,63,"6,545.83",,25.69,,"1,618.73","168,189.52",,,,
23/08/2014,Venta Calamina RAL F- 1271,,10,"6,535.83",,25.69,,256.94,"167,932.58",,,,
23/08/2014,Venta Calamina RAL F- 1272,,5.35,"6,530.48",,25.69,,137.46,"167,795.11",,,,
27/08/2014,Venta Calamina RAL F- 1282,,14,"6,516.48",,25.69,,359.72,"167,435.40",,,,
27/08/2014,Venta Calamina RAL F- 1283,,70.25,"6,446.23",,25.69,,"1,805.01","165,630.38",,,,
06/09/2014,Venta Calamina RAL F- 1296,,243.06,"6,203.17",,25.69,,"6,245.22","159,385.16",,,,
06/09/2014,Venta Calamina RAL F- 1297,,11.05,"6,192.12",,25.69,,283.92,"159,101.24",,,,
19/09/2014,Venta Calamina RAL F- 1315,,2,"6,190.12",,25.69,,51.39,"159,049.85",,,,
23/09/2014,Venta Calamina RAL F- 1319,,3,"6,187.12",,25.69,,77.08,"158,972.77",,,,
26/09/2014,Venta Calamina RAL F- 1321,,52.4,"6,134.72",,25.69,,"1,346.37","157,626.40",,,,
02/10/2014,Venta Calamina RAL F- 1330,,3.7,"6,131.02",,25.69,,95.07,"157,531.33",,,,
03/10/2014,Venta Calamina RAL F- 1335,,6.6,"6,124.42",,25.69,,169.58,"157,361.75",,,,
06/10/2014,Venta Calamina RAL F- 1339,,536.56,"5,587.86",,25.69,,"13,786.45","143,575.30",,,,
07/10/2014,Venta Calamina RAL F- 1340,,62.2,"5,525.66",,25.69,,"1,598.18","141,977.12",,,,
09/10/2014,Venta Calamina RAL F- 1346,,17.75,"5,507.91",,25.69,,456.07,"141,521.05",,,,
10/10/2014,Venta Calamina RAL F- 1351,,20,"5,487.91",,25.69,,513.88,"141,007.17",,,,
13/10/2014,Venta Calamina RAL F- 1359,,7,"5,480.91",,25.69,,179.86,"140,827.31",,,,
13/10/2014,Venta Calamina RAL F- 1360,,30,"5,450.91",,25.69,,770.82,"140,056.48",,,,
15/10/2014,Venta Calamina RAL F- 1370,,67.9,"5,383.01",,25.69,,"1,744.63","138,311.85",,,,
07/11/2014,Venta Calamina RAL F- 1411,,39,"5,344.01",,25.69,,"1,002.07","137,309.78",,,,
20/11/2014,Venta Calamina RAL F- 1432,,52.5,"5,291.51",,25.69,,"1,348.94","135,960.84",,,,
22/11/2014,Venta Calamina RAL F- 1439,,2.25,"5,289.26",,25.69,,57.81,"135,903.02",,,,
22/11/2014,Venta Calamina RAL F- 1440,,83.5,"5,205.76",,25.69,,"2,145.46","133,757.56",,,,
27/11/2014,Venta Calamina RAL F- 1447,,63.8,"5,141.96",,25.69,,"1,639.29","132,118.28",,,,
27/12/2014,Venta Calamina RAL F- 1509,,14.14,"5,127.82",,25.69,,363.32,"131,754.96",,,,
31/12/2014,Venta Calamina RAL F- 1513,,5.18,"5,122.64",,25.69,,133.1,"131,621.87",,,,
31/12/2014,Venta Calamina RAL F- 1514,,24.64,"5,098.00",,25.69,,633.1,"130,988.76",,,,
02/01/2015,Venta Calamina RAL F- 1516,,14.5,5083.5,,25.86,,374.98,131462.21,,,,
03/01/2015,Venta Calamina RAL F- 1520,,4.15,5079.35,,25.86,,107.32,131354.89,,,,
06/01/2015,Venta Calamina RAL F- 1531,,56,5023.35,,25.86,,1448.19,129906.7,,,,
08/01/2015,Venta Calamina RAL F- 1537,,23.6,4999.75,,25.86,,610.31,129296.39,,,,
10/01/2015,Venta Calamina RAL F- 1544,,203.2,4796.55,,25.86,,5254.87,124041.52,,,,
10/01/2015,Venta Calamina RAL F- 1549,,20.8,4775.75,,25.86,,537.9,123503.62,,,,
16/01/2015,Venta Calamina RAL F- 1555,,4.8,4770.95,,25.86,,124.13,123379.49,,,,
21/01/2015,Venta Calamina RAL F- 1557,,25,4745.95,,25.86,,646.51,122732.98,,,,
23/01/2015,Venta Calamina RAL F- 1558,,140.4,4605.55,,25.86,,3630.82,119102.15,,,,
30/01/2015,Venta Calamina RAL F- 1563,,40,4565.55,,25.86,,1034.42,118067.73,,,,
31/01/2015,Venta Calamina RAL F- 1564,,2.3,4563.25,,25.86,,59.48,118008.25,,,,
12/02/2015,Venta Calamina RAL F- 1581,,9,4554.25,,25.86,,232.75,117775.5,,,,
12/02/2015,Venta Calamina RAL F- 1583,,58.5,4495.75,,25.86,,1512.84,116262.66,,,,
26/03/2015,Venta Calamina RAL F- 1636,,99.09,4396.66,,25.86,,2562.52,113700.14,,,,
12/05/2015,Venta Calamina RAL F- 1698,,99,4297.66,,25.86,,2560.2,111139.94,,,,
01/06/2015,Venta Calamina RAL F- 1715,,65.3,4232.36,,25.86,,1688.7,109451.25,,,,
08/06/2015,Venta Calamina RAL F- 1722,,94,4138.36,,25.86,,2430.89,107020.35,,,,
08/06/2015,Venta Calamina RAL F- 1723,,2,4136.36,,25.86,,51.72,106968.63,,,,
10/06/2015,Venta Calamina RAL F- 1727,,20.7,4115.66,,25.86,,535.31,106433.32,,,,
12/06/2015,Venta Calamina RAL F- 1735,,120,3995.66,,25.86,,3103.27,103330.05,,,,
13/06/2015,Venta Calamina RAL F- 1736,,62.4,3933.26,,25.86,,1613.7,101716.35,,,,
18/06/2015,Venta Calamina RAL F- 1747,,29,3904.26,,25.86,,749.96,100966.39,,,,
19/06/2015,Venta Calamina RAL F- 1748,,62,3842.26,,25.86,,1603.36,99363.04,,,,
23/06/2015,Venta Calamina RAL F- 1757,,11.7,3830.56,,25.86,,302.57,99060.47,,,,
24/06/2015,Venta Calamina RAL F- 1758,,0,3830.56,,25.86,,0,99060.47,,,,
13/07/2015,Venta Calamina RAL F- 1805,,8,3822.56,,25.86,,206.88,98853.58,,,,
27/07/2015,Venta Calamina RAL F- 1842,,35.7,3786.86,,25.86,,923.22,97930.36,,,,
27/07/2015,Venta Calamina RAL F- 1845,,22.5,3764.36,,25.86,,581.86,97348.5,,,,
31/07/2015,Venta Calamina RAL F- 1857,,114,3650.36,,25.86,,2948.11,94400.39,,,,
05/08/2015,Venta Calamina RAL F- 1869,,42,3608.36,,25.86,,1086.14,93314.25,,,,
14/08/2015,Venta Calamina RAL F- 1887,,153,3455.36,,25.86,,3956.67,89357.58,,,,
18/08/2015,Venta Calamina RAL F- 1898,,67.3,3388.06,,25.86,,1740.42,87617.17,,,,
20/08/2015,Venta Calamina RAL F- 1905,,41.1,3346.96,,25.86,,1062.87,86554.3,,,,
03/09/2015,Venta Calamina RAL F- 1947,,0.73,3346.23,,25.86,,18.88,86535.42,,,,
05/09/2015,Venta Calamina RAL F- 1956,,116.2,3230.03,,25.86,,3005,83530.42,,,,
05/09/2015,Venta Calamina RAL F- 1958,,12,3218.03,,25.86,,310.33,83220.09,,,,
08/09/2015,Venta Calamina RAL F- 1968,,85.8,3132.23,,25.86,,2218.84,81001.26,,,,
08/09/2015,Venta Calamina RAL F- 1973,,28.75,3103.48,,25.86,,743.49,80257.76,,,,
09/09/2015,Venta Calamina RAL F- 1974,,90,3013.48,,25.86,,2327.45,77930.31,,,,
17/09/2015,Venta Calamina RAL F- 1993,,25.2,2988.28,,25.86,,651.69,77278.63,,,,
23/09/2015,Venta Calamina RAL F- 2013,,150,2838.28,,25.86,,3879.09,73399.54,,,,
23/09/2015,Venta Calamina RAL F- 2015,,59.5,2778.78,,25.86,,1538.7,71860.84,,,,
02/10/2015,Venta Calamina RAL F- 2041,,54.75,2724.03,,25.86,,1415.87,70444.97,,,,
06/10/2015,Venta Calamina RAL F- 2050,,25,2699.03,,25.86,,646.51,69798.46,,,,
08/10/2015,Venta Calamina RAL F- 2056,,5,2694.03,,25.86,,129.3,69669.15,,,,
09/10/2015,Venta Calamina RAL F- 2060,,71.7,2622.33,,25.86,,1854.2,67814.95,,,,
10/10/2015,Venta Calamina RAL F- 2066,,110.6,2511.73,,25.86,,2860.18,64954.77,,,,
12/10/2015,Venta Calamina RAL F- 2071,,26,2485.73,,25.86,,672.37,64282.4,,,,
13/10/2015,Venta Calamina RAL F- 2073,,5,2480.73,,25.86,,129.3,64153.09,,,,
14/10/2015,Venta Calamina RAL F- 2078,,10,2470.73,,25.86,,258.61,63894.49,,,,
16/10/2015,Venta Calamina RAL F- 2081,,15,2455.73,,25.86,,387.91,63506.58,,,,
21/10/2015,Venta Calamina RAL F- 2097,,72.8,2382.93,,25.86,,1882.65,61623.93,,,,
23/10/2015,Venta Calamina RAL F- 2103,,19.55,2363.38,,25.86,,505.57,61118.36,,,,
31/10/2015,Venta Calamina RAL F- 2129,,32.2,2331.18,,25.86,,832.71,60285.65,,,,
14/11/2015,Venta Calamina RAL F- 2168,,5.4,2325.78,,25.86,,139.65,60146,,,,
16/11/2015,Venta Calamina RAL F- 2173,,32,2293.78,,25.86,,827.54,59318.46,,,,
17/11/2015,Venta Calamina RAL F- 2176,,4,2289.78,,25.86,,103.44,59215.02,,,,
17/11/2015,Venta Calamina RAL F- 2177,,2.5,2287.28,,25.86,,64.65,59150.37,,,,
20/11/2015,Venta Calamina RAL F- 2188,,146.7,2140.58,,25.86,,3793.75,55356.62,,,,
20/11/2015,Venta Calamina RAL F- 2189,,3.08,2137.5,,25.86,,79.65,55276.97,,,,
23/11/2015,Venta Calamina RAL F- 2197,,6.3,2131.2,,25.86,,162.92,55114.05,,,,
24/11/2015,Venta Calamina RAL F- 2201,,9.74,2121.46,,25.86,,251.88,54862.17,,,,
25/11/2015,Venta Calamina RAL F- 2205,,4,2117.46,,25.86,,103.44,54758.72,,,,
26/11/2015,Venta Calamina RAL F- 2206,,30,2087.46,,25.86,,775.82,53982.91,,,,
09/12/2015,Venta Calamina RAL F- 2229,,159.8,1927.66,,25.86,,4132.52,49850.39,,,,
09/12/2015,Venta Calamina RAL F- 2230,,10.6,1917.06,,25.86,,274.12,49576.27,,,,
15/12/2015,Venta Calamina RAL F- 2241,,8.5,1908.56,,25.86,,219.81,49356.45,,,,
18/12/2015,Venta Calamina RAL F- 2248,,140.76,1767.8,,25.86,,3640.13,45716.32,,,,
22/12/2015,Venta Calamina RAL F- 2256,,54,1713.8,,25.86,,1396.47,44319.85,,,,
22/12/2015,Venta Calamina RAL F- 2257,,17.25,1696.55,,25.86,,446.09,43873.75,,,,
26/12/2015,Venta Calamina RAL F- 2269,,121,1575.55,,25.86,,3129.13,40744.62,,,,
08/01/2016,Venta Calamina RAL F- 2304,,20.8,1554.75,,25.86,,537.9,40206.72,,,,
15/01/2016,Venta Calamina RAL F- 2326,,6.6,1548.15,,25.86,,170.68,40036.04,,,,
16/01/2016,Venta Calamina RAL F-2329,,152,1396.15,,25.86,,3930.81,36105.24,,,,
20/01/2016,Venta Calamina RAL F-2337,,251,1145.15,,25.86,,6491,29614.23,,,,
20/01/2016,Venta Calamina RAL F-2338,,7,1138.15,,25.86,,181.02,29433.21,,,,
29/01/2016,Venta Calamina RAL F-07,,29.5,1108.65,,25.86,,762.89,28670.32,,,,
03/02/2016,Venta Calamina RAL F- 17,,12,1096.65,,25.86,,310.33,28359.99,,,,
20/02/2016,Venta Calamina RAL F- 48,,38,1058.65,,25.86,,982.7,27377.29,,,,
23/02/2016,Venta Calamina RAL F-56,,1.2,1057.45,,25.86,,31.03,27346.26,,,,
16/03/2016,Venta Calamina RAL F-102,,30.8,1026.65,,25.86,,796.51,26549.76,,,,
31/03/2016,Venta Calamina RAL F-132,,6.8,1019.85,,25.86,,175.85,26373.9,,,,
06/04/2016,Venta Calamina RAL F-144,,7,1012.85,,25.86,,181.02,26192.88,,,,
06/04/2016,Venta Calamina RAL F-148,,6,1006.85,,25.86,,155.16,26037.72,,,,
07/04/2016,ANULADA F- 150,,0,1006.85,,25.86,,0,26037.72,,,,
07/04/2016,Venta Calamina RAL F-151,,25,981.85,,25.86,,646.51,25391.2,,,,
23/04/2016,ANULADA F- 181,,0,981.85,,25.86,,0,25391.2,,,,
23/04/2016,Venta Calamina RAL F- 182,,86.1,895.75,,25.86,,2226.6,23164.61,,,,
25/04/2016,Venta Calamina RAL F- 183,,124,771.75,,25.86,,3206.71,19957.9,,,,
26/04/2016,Venta Calamina RAL F- 184,,119.75,652,,25.86,,3096.8,16861.09,,,,
05/05/2016,Venta Calamina RAL F- 197,,14,638,,25.86,,362.05,16499.04,,,,
06/05/2016,Venta Calamina RAL F- 199,,384,254,,25.86,,9930.46,6568.58,,,,
10/05/2016,Venta Calamina RAL F- 203,,21.5,232.5,,25.86,,556,6012.58,,,,
10/05/2016,Venta Calamina RAL F-204,,15.5,217,,25.86,,400.84,5611.74,,,,
19/05/2016,Venta Calamina RAL F-229,,84.75,132.25,,25.86,,2191.68,3420.06,,,,
19/05/2016,Venta Calamina RAL F-230,,15,117.25,,25.86,,387.91,3032.15,,,,
21/05/2016,Venta Calamina RAL F-234,,1.27,115.98,,25.86,,32.84,2999.31,,,,
23/05/2016,Venta Calamina RAL F-238,,2,113.98,,25.86,,51.72,2947.59,,,,
25/05/2016,Venta Calamina RAL F-244,,17.5,96.48,,25.86,,452.56,2495.03,,,,
25/05/2016,Venta Calamina RAL F-246,,38.7,57.78,,25.86,,1000.8,1494.22,,,,
03/06/2016,Venta Calamina RAL F-261,,5,52.78,,25.86,,129.3,1364.92,,,,
13/06/2016,Venta Calamina RAL F-285,,1.72,51.06,,25.86,,44.48,1320.44,,,,
30/06/2016,Venta Calamina RAL F-300,,1.25,49.81,,25.86,,32.33,1288.12,,,,
07/07/2016,Venta Calamina RAL F-310,,6,43.81,,25.86,,155.16,1132.95,,,,
08/12/2016,Venta Calamina RAL F-618,,4,39.81,,25.86,,103.44,1029.51,,,,
31/12/2016,Venta Calamina RAL F-655,,39.81,0,,25.86,,1029.51,0,,,,
24/06/2017,Compra bobinas para calamina DUI C-10362,"6,750.24",,"6,750.24",26.5,,178904.32,,"178,904.32",,,,
09/11/2017,Venta Calamina 0.35mm  RAL #28  F- 1112,,189.4,"6,560.84",,26.5,,"5,019.74","173,884.58",,,,
09/11/2017,Venta Calamina  0.35mm RAL #28 F- 1113,,10.2,"6,550.64",,26.5,,270.33,"173,614.24",,,,
11/11/2017,Venta Calamina  0.35mm RAL #28 F- 1114,,90,"6,460.64",,26.5,,"2,385.31","171,228.93",,,,
16/11/2017,Venta Calamina  0.35mm RAL #28 F- 1124,,84.6,"6,376.04",,26.5,,"2,242.19","168,986.75",,,,
